generated_scenario;speed (km/s);composition;distance (km);weight (g);angle (degrees)
4720;31;STONE;1000;50000;1
4721;31;STONE;1000;50000;15
4722;31;STONE;1000;50000;30
4723;31;STONE;1000;60000;1
4724;31;STONE;1000;60000;15
4725;31;STONE;1000;60000;30
4726;31;STONE;20;40001;31
4727;31;STONE;20;40001;45
4728;31;STONE;20;40001;60
4729;31;STONE;20;50000;31
4730;31;STONE;20;50000;45
4731;31;STONE;20;50000;60
4732;31;STONE;20;60000;31
4733;31;STONE;20;60000;45
4734;31;STONE;20;60000;60
4735;31;STONE;510;40001;31
4736;31;STONE;510;40001;45
4737;31;STONE;510;40001;60
4738;31;STONE;510;50000;31
4739;31;STONE;510;50000;45
4740;31;STONE;510;50000;60
4741;31;STONE;510;60000;31
4742;31;STONE;510;60000;45
4743;31;STONE;510;60000;60
4744;31;STONE;1000;40001;31
4745;31;STONE;1000;40001;45
4746;31;STONE;1000;40001;60
4747;31;STONE;1000;50000;31
4748;31;STONE;1000;50000;45
4749;31;STONE;1000;50000;60
4750;31;STONE;1000;60000;31
4751;31;STONE;1000;60000;45
4752;31;STONE;1000;60000;60
4753;31;STONE;20;40001;61
4754;31;STONE;20;40001;75
4755;31;STONE;20;40001;90
4756;31;STONE;20;50000;61
4757;31;STONE;20;50000;75
4758;31;STONE;20;50000;90
4759;31;STONE;20;60000;61
4760;31;STONE;20;60000;75
4761;31;STONE;20;60000;90
4762;31;STONE;510;40001;61
4763;31;STONE;510;40001;75
4764;31;STONE;510;40001;90
4765;31;STONE;510;50000;61
4766;31;STONE;510;50000;75
4767;31;STONE;510;50000;90
4768;31;STONE;510;60000;61
4769;31;STONE;510;60000;75
4770;31;STONE;510;60000;90
4771;31;STONE;1000;40001;61
4772;31;STONE;1000;40001;75
4773;31;STONE;1000;40001;90
4774;31;STONE;1000;50000;61
4775;31;STONE;1000;50000;75
4776;31;STONE;1000;50000;90
4777;31;STONE;1000;60000;61
4778;31;STONE;1000;60000;75
4779;31;STONE;1000;60000;90
4780;31;STONE;1001;1;1
4781;31;STONE;1001;1;15
4782;31;STONE;1001;1;30
4783;31;STONE;1001;10000;1
4784;31;STONE;1001;10000;15
4785;31;STONE;1001;10000;30
4786;31;STONE;1001;20000;1
4787;31;STONE;1001;20000;15
4788;31;STONE;1001;20000;30
4789;31;STONE;2500;1;1
4790;31;STONE;2500;1;15
4791;31;STONE;2500;1;30
4792;31;STONE;2500;10000;1
4793;31;STONE;2500;10000;15
4794;31;STONE;2500;10000;30
4795;31;STONE;2500;20000;1
4796;31;STONE;2500;20000;15
4797;31;STONE;2500;20000;30
4798;31;STONE;4000;1;1
4799;31;STONE;4000;1;15
4800;31;STONE;4000;1;30
4801;31;STONE;4000;10000;1
4802;31;STONE;4000;10000;15
4803;31;STONE;4000;10000;30
4804;31;STONE;4000;20000;1
4805;31;STONE;4000;20000;15
4806;31;STONE;4000;20000;30
4807;31;STONE;1001;1;31
4808;31;STONE;1001;1;45
4809;31;STONE;1001;1;60
4810;31;STONE;1001;10000;31
4811;31;STONE;1001;10000;45
4812;31;STONE;1001;10000;60
4813;31;STONE;1001;20000;31
4814;31;STONE;1001;20000;45
4815;31;STONE;1001;20000;60
4816;31;STONE;2500;1;31
4817;31;STONE;2500;1;45
4818;31;STONE;2500;1;60
4819;31;STONE;2500;10000;31
4820;31;STONE;2500;10000;45
4821;31;STONE;2500;10000;60
4822;31;STONE;2500;20000;31
4823;31;STONE;2500;20000;45
4824;31;STONE;2500;20000;60
4825;31;STONE;4000;1;31
4826;31;STONE;4000;1;45
4827;31;STONE;4000;1;60
4828;31;STONE;4000;10000;31
4829;31;STONE;4000;10000;45
4830;31;STONE;4000;10000;60
4831;31;STONE;4000;20000;31
4832;31;STONE;4000;20000;45
4833;31;STONE;4000;20000;60
4834;31;STONE;1001;1;61
4835;31;STONE;1001;1;75
4836;31;STONE;1001;1;90
4837;31;STONE;1001;10000;61
4838;31;STONE;1001;10000;75
4839;31;STONE;1001;10000;90
4840;31;STONE;1001;20000;61
4841;31;STONE;1001;20000;75
4842;31;STONE;1001;20000;90
4843;31;STONE;2500;1;61
4844;31;STONE;2500;1;75
4845;31;STONE;2500;1;90
4846;31;STONE;2500;10000;61
4847;31;STONE;2500;10000;75
4848;31;STONE;2500;10000;90
4849;31;STONE;2500;20000;61
4850;31;STONE;2500;20000;75
4851;31;STONE;2500;20000;90
4852;31;STONE;4000;1;61
4853;31;STONE;4000;1;75
4854;31;STONE;4000;1;90
4855;31;STONE;4000;10000;61
4856;31;STONE;4000;10000;75
4857;31;STONE;4000;10000;90
4858;31;STONE;4000;20000;61
4859;31;STONE;4000;20000;75
4860;31;STONE;4000;20000;90
4861;31;STONE;1001;20001;1
4862;31;STONE;1001;20001;15
4863;31;STONE;1001;20001;30
4864;31;STONE;1001;30000;1
4865;31;STONE;1001;30000;15
4866;31;STONE;1001;30000;30
4867;31;STONE;1001;40000;1
4868;31;STONE;1001;40000;15
4869;31;STONE;1001;40000;30
4870;31;STONE;2500;20001;1
4871;31;STONE;2500;20001;15
4872;31;STONE;2500;20001;30
4873;31;STONE;2500;30000;1
4874;31;STONE;2500;30000;15
4875;31;STONE;2500;30000;30
4876;31;STONE;2500;40000;1
4877;31;STONE;2500;40000;15
4878;31;STONE;2500;40000;30
4879;31;STONE;4000;20001;1
4880;31;STONE;4000;20001;15
4881;31;STONE;4000;20001;30
4882;31;STONE;4000;30000;1
4883;31;STONE;4000;30000;15
4884;31;STONE;4000;30000;30
4885;31;STONE;4000;40000;1
4886;31;STONE;4000;40000;15
4887;31;STONE;4000;40000;30
4888;31;STONE;1001;20001;31
4889;31;STONE;1001;20001;45
4890;31;STONE;1001;20001;60
4891;31;STONE;1001;30000;31
4892;31;STONE;1001;30000;45
4893;31;STONE;1001;30000;60
4894;31;STONE;1001;40000;31
4895;31;STONE;1001;40000;45
4896;31;STONE;1001;40000;60
4897;31;STONE;2500;20001;31
4898;31;STONE;2500;20001;45
4899;31;STONE;2500;20001;60
4900;31;STONE;2500;30000;31
4901;31;STONE;2500;30000;45
4902;31;STONE;2500;30000;60
4903;31;STONE;2500;40000;31
4904;31;STONE;2500;40000;45
4905;31;STONE;2500;40000;60
4906;31;STONE;4000;20001;31
4907;31;STONE;4000;20001;45
4908;31;STONE;4000;20001;60
4909;31;STONE;4000;30000;31
4910;31;STONE;4000;30000;45
4911;31;STONE;4000;30000;60
4912;31;STONE;4000;40000;31
4913;31;STONE;4000;40000;45
4914;31;STONE;4000;40000;60
4915;31;STONE;1001;20001;61
4916;31;STONE;1001;20001;75
4917;31;STONE;1001;20001;90
4918;31;STONE;1001;30000;61
4919;31;STONE;1001;30000;75
4920;31;STONE;1001;30000;90
4921;31;STONE;1001;40000;61
4922;31;STONE;1001;40000;75
4923;31;STONE;1001;40000;90
4924;31;STONE;2500;20001;61
4925;31;STONE;2500;20001;75
4926;31;STONE;2500;20001;90
4927;31;STONE;2500;30000;61
4928;31;STONE;2500;30000;75
4929;31;STONE;2500;30000;90
4930;31;STONE;2500;40000;61
4931;31;STONE;2500;40000;75
4932;31;STONE;2500;40000;90
4933;31;STONE;4000;20001;61
4934;31;STONE;4000;20001;75
4935;31;STONE;4000;20001;90
4936;31;STONE;4000;30000;61
4937;31;STONE;4000;30000;75
4938;31;STONE;4000;30000;90
4939;31;STONE;4000;40000;61
4940;31;STONE;4000;40000;75
4941;31;STONE;4000;40000;90
4942;31;STONE;1001;40001;1
4943;31;STONE;1001;40001;15
4944;31;STONE;1001;40001;30
4945;31;STONE;1001;50000;1
4946;31;STONE;1001;50000;15
4947;31;STONE;1001;50000;30
4948;31;STONE;1001;60000;1
4949;31;STONE;1001;60000;15
4950;31;STONE;1001;60000;30
4951;31;STONE;2500;40001;1
4952;31;STONE;2500;40001;15
4953;31;STONE;2500;40001;30
4954;31;STONE;2500;50000;1
4955;31;STONE;2500;50000;15
4956;31;STONE;2500;50000;30
4957;31;STONE;2500;60000;1
4958;31;STONE;2500;60000;15
4959;31;STONE;2500;60000;30
4960;31;STONE;4000;40001;1
4961;31;STONE;4000;40001;15
4962;31;STONE;4000;40001;30
4963;31;STONE;4000;50000;1
4964;31;STONE;4000;50000;15
4965;31;STONE;4000;50000;30
4966;31;STONE;4000;60000;1
4967;31;STONE;4000;60000;15
4968;31;STONE;4000;60000;30
4969;31;STONE;1001;40001;31
4970;31;STONE;1001;40001;45
4971;31;STONE;1001;40001;60
4972;31;STONE;1001;50000;31
4973;31;STONE;1001;50000;45
4974;31;STONE;1001;50000;60
4975;31;STONE;1001;60000;31
4976;31;STONE;1001;60000;45
4977;31;STONE;1001;60000;60
4978;31;STONE;2500;40001;31
4979;31;STONE;2500;40001;45
4980;31;STONE;2500;40001;60
4981;31;STONE;2500;50000;31
4982;31;STONE;2500;50000;45
4983;31;STONE;2500;50000;60
4984;31;STONE;2500;60000;31
4985;31;STONE;2500;60000;45
4986;31;STONE;2500;60000;60
4987;31;STONE;4000;40001;31
4988;31;STONE;4000;40001;45
4989;31;STONE;4000;40001;60
4990;31;STONE;4000;50000;31
4991;31;STONE;4000;50000;45
4992;31;STONE;4000;50000;60
4993;31;STONE;4000;60000;31
4994;31;STONE;4000;60000;45
4995;31;STONE;4000;60000;60
4996;31;STONE;1001;40001;61
4997;31;STONE;1001;40001;75
4998;31;STONE;1001;40001;90
4999;31;STONE;1001;50000;61
5000;31;STONE;1001;50000;75
5001;31;STONE;1001;50000;90
5002;31;STONE;1001;60000;61
5003;31;STONE;1001;60000;75
5004;31;STONE;1001;60000;90
5005;31;STONE;2500;40001;61
5006;31;STONE;2500;40001;75
5007;31;STONE;2500;40001;90
5008;31;STONE;2500;50000;61
5009;31;STONE;2500;50000;75
5010;31;STONE;2500;50000;90
5011;31;STONE;2500;60000;61
5012;31;STONE;2500;60000;75
5013;31;STONE;2500;60000;90
5014;31;STONE;4000;40001;61
5015;31;STONE;4000;40001;75
5016;31;STONE;4000;40001;90
5017;31;STONE;4000;50000;61
5018;31;STONE;4000;50000;75
5019;31;STONE;4000;50000;90
5020;31;STONE;4000;60000;61
5021;31;STONE;4000;60000;75
5022;31;STONE;4000;60000;90
5023;31;STONE;100000000;20001;1
5024;31;STONE;100000000;20001;15
5025;31;STONE;100000000;20001;30
5026;31;STONE;100000000;30000;1
5027;31;STONE;100000000;30000;15
5028;31;STONE;100000000;30000;30
5029;31;STONE;100000000;40000;1
5030;31;STONE;100000000;40000;15
5031;31;STONE;100000000;40000;30
5032;31;STONE;200000000;20001;1
5033;31;STONE;200000000;20001;15
5034;31;STONE;200000000;20001;30
5035;31;STONE;200000000;30000;1
5036;31;STONE;200000000;30000;15
5037;31;STONE;200000000;30000;30
5038;31;STONE;200000000;40000;1
5039;31;STONE;200000000;40000;15
5040;31;STONE;200000000;40000;30
5041;31;STONE;300000000;20001;1
5042;31;STONE;300000000;20001;15
5043;31;STONE;300000000;20001;30
5044;31;STONE;300000000;30000;1
5045;31;STONE;300000000;30000;15
5046;31;STONE;300000000;30000;30
5047;31;STONE;300000000;40000;1
5048;31;STONE;300000000;40000;15
5049;31;STONE;300000000;40000;30
5050;31;STONE;100000000;20001;31
5051;31;STONE;100000000;20001;45
5052;31;STONE;100000000;20001;60
5053;31;STONE;100000000;30000;31
5054;31;STONE;100000000;30000;45
5055;31;STONE;100000000;30000;60
5056;31;STONE;100000000;40000;31
5057;31;STONE;100000000;40000;45
5058;31;STONE;100000000;40000;60
5059;31;STONE;200000000;20001;31
5060;31;STONE;200000000;20001;45
5061;31;STONE;200000000;20001;60
5062;31;STONE;200000000;30000;31
5063;31;STONE;200000000;30000;45
5064;31;STONE;200000000;30000;60
5065;31;STONE;200000000;40000;31
5066;31;STONE;200000000;40000;45
5067;31;STONE;200000000;40000;60
5068;31;STONE;300000000;20001;31
5069;31;STONE;300000000;20001;45
5070;31;STONE;300000000;20001;60
5071;31;STONE;300000000;30000;31
5072;31;STONE;300000000;30000;45
5073;31;STONE;300000000;30000;60
5074;31;STONE;300000000;40000;31
5075;31;STONE;300000000;40000;45
5076;31;STONE;300000000;40000;60
5077;31;STONE;100000000;20001;61
5078;31;STONE;100000000;20001;75
5079;31;STONE;100000000;20001;90
5080;31;STONE;100000000;30000;61
5081;31;STONE;100000000;30000;75
5082;31;STONE;100000000;30000;90
5083;31;STONE;100000000;40000;61
5084;31;STONE;100000000;40000;75
5085;31;STONE;100000000;40000;90
5086;31;STONE;200000000;20001;61
5087;31;STONE;200000000;20001;75
5088;31;STONE;200000000;20001;90
5089;31;STONE;200000000;30000;61
5090;31;STONE;200000000;30000;75
5091;31;STONE;200000000;30000;90
5092;31;STONE;200000000;40000;61
5093;31;STONE;200000000;40000;75
5094;31;STONE;200000000;40000;90
5095;31;STONE;300000000;20001;61
5096;31;STONE;300000000;20001;75
5097;31;STONE;300000000;20001;90
5098;31;STONE;300000000;30000;61
5099;31;STONE;300000000;30000;75
5100;31;STONE;300000000;30000;90
5101;31;STONE;300000000;40000;61
5102;31;STONE;300000000;40000;75
5103;31;STONE;300000000;40000;90
5104;31;STONE;100000000;40001;1
5105;31;STONE;100000000;40001;15
5106;31;STONE;100000000;40001;30
5107;31;STONE;100000000;50000;1
5108;31;STONE;100000000;50000;15
5109;31;STONE;100000000;50000;30
5110;31;STONE;100000000;60000;1
5111;31;STONE;100000000;60000;15
5112;31;STONE;100000000;60000;30
5113;31;STONE;200000000;40001;1
5114;31;STONE;200000000;40001;15
5115;31;STONE;200000000;40001;30
5116;31;STONE;200000000;50000;1
5117;31;STONE;200000000;50000;15
5118;31;STONE;200000000;50000;30
5119;31;STONE;200000000;60000;1
5120;31;STONE;200000000;60000;15
5121;31;STONE;200000000;60000;30
5122;31;STONE;300000000;40001;1
5123;31;STONE;300000000;40001;15
5124;31;STONE;300000000;40001;30
5125;31;STONE;300000000;50000;1
5126;31;STONE;300000000;50000;15
5127;31;STONE;300000000;50000;30
5128;31;STONE;300000000;60000;1
5129;31;STONE;300000000;60000;15
5130;31;STONE;300000000;60000;30
5131;31;STONE;100000000;40001;31
5132;31;STONE;100000000;40001;45
5133;31;STONE;100000000;40001;60
5134;31;STONE;100000000;50000;31
5135;31;STONE;100000000;50000;45
5136;31;STONE;100000000;50000;60
5137;31;STONE;100000000;60000;31
5138;31;STONE;100000000;60000;45
5139;31;STONE;100000000;60000;60
5140;31;STONE;200000000;40001;31
5141;31;STONE;200000000;40001;45
5142;31;STONE;200000000;40001;60
5143;31;STONE;200000000;50000;31
5144;31;STONE;200000000;50000;45
5145;31;STONE;200000000;50000;60
5146;31;STONE;200000000;60000;31
5147;31;STONE;200000000;60000;45
5148;31;STONE;200000000;60000;60
5149;31;STONE;300000000;40001;31
5150;31;STONE;300000000;40001;45
5151;31;STONE;300000000;40001;60
5152;31;STONE;300000000;50000;31
5153;31;STONE;300000000;50000;45
5154;31;STONE;300000000;50000;60
5155;31;STONE;300000000;60000;31
5156;31;STONE;300000000;60000;45
5157;31;STONE;300000000;60000;60
5158;31;STONE;100000000;40001;61
5159;31;STONE;100000000;40001;75
5160;31;STONE;100000000;40001;90
5161;31;STONE;100000000;50000;61
5162;31;STONE;100000000;50000;75
5163;31;STONE;100000000;50000;90
5164;31;STONE;100000000;60000;61
5165;31;STONE;100000000;60000;75
5166;31;STONE;100000000;60000;90
5167;31;STONE;200000000;40001;61
5168;31;STONE;200000000;40001;75
5169;31;STONE;200000000;40001;90
5170;31;STONE;200000000;50000;61
5171;31;STONE;200000000;50000;75
5172;31;STONE;200000000;50000;90
5173;31;STONE;200000000;60000;61
5174;31;STONE;200000000;60000;75
5175;31;STONE;200000000;60000;90
5176;31;STONE;300000000;40001;61
5177;31;STONE;300000000;40001;75
5178;31;STONE;300000000;40001;90
5179;31;STONE;300000000;50000;61
5180;31;STONE;300000000;50000;75
5181;31;STONE;300000000;50000;90
5182;31;STONE;300000000;60000;61
5183;31;STONE;300000000;60000;75
5184;31;STONE;300000000;60000;90
5185;31;STONE_IRON;20;1;1
5186;31;STONE_IRON;20;1;15
5187;31;STONE_IRON;20;1;30
5188;31;STONE_IRON;20;10000;1
5189;31;STONE_IRON;20;10000;15
5190;31;STONE_IRON;20;10000;30
5191;31;STONE_IRON;20;20000;1
5192;31;STONE_IRON;20;20000;15
5193;31;STONE_IRON;20;20000;30
5194;31;STONE_IRON;510;1;1
5195;31;STONE_IRON;510;1;15
5196;31;STONE_IRON;510;1;30
5197;31;STONE_IRON;510;10000;1
5198;31;STONE_IRON;510;10000;15
5199;31;STONE_IRON;510;10000;30
5200;31;STONE_IRON;510;20000;1
5201;31;STONE_IRON;510;20000;15
5202;31;STONE_IRON;510;20000;30
5203;31;STONE_IRON;1000;1;1
5204;31;STONE_IRON;1000;1;15
5205;31;STONE_IRON;1000;1;30
5206;31;STONE_IRON;1000;10000;1
5207;31;STONE_IRON;1000;10000;15
5208;31;STONE_IRON;1000;10000;30
5209;31;STONE_IRON;1000;20000;1
5210;31;STONE_IRON;1000;20000;15
5211;31;STONE_IRON;1000;20000;30
5212;31;STONE_IRON;20;1;31
5213;31;STONE_IRON;20;1;45
5214;31;STONE_IRON;20;1;60
5215;31;STONE_IRON;20;10000;31
5216;31;STONE_IRON;20;10000;45
5217;31;STONE_IRON;20;10000;60
5218;31;STONE_IRON;20;20000;31
5219;31;STONE_IRON;20;20000;45
5220;31;STONE_IRON;20;20000;60
5221;31;STONE_IRON;510;1;31
5222;31;STONE_IRON;510;1;45
5223;31;STONE_IRON;510;1;60
5224;31;STONE_IRON;510;10000;31
5225;31;STONE_IRON;510;10000;45
5226;31;STONE_IRON;510;10000;60
5227;31;STONE_IRON;510;20000;31
5228;31;STONE_IRON;510;20000;45
5229;31;STONE_IRON;510;20000;60
5230;31;STONE_IRON;1000;1;31
5231;31;STONE_IRON;1000;1;45
5232;31;STONE_IRON;1000;1;60
5233;31;STONE_IRON;1000;10000;31
5234;31;STONE_IRON;1000;10000;45
5235;31;STONE_IRON;1000;10000;60
5236;31;STONE_IRON;1000;20000;31
5237;31;STONE_IRON;1000;20000;45
5238;31;STONE_IRON;1000;20000;60
5239;31;STONE_IRON;20;1;61
5240;31;STONE_IRON;20;1;75
5241;31;STONE_IRON;20;1;90
5242;31;STONE_IRON;20;10000;61
5243;31;STONE_IRON;20;10000;75
5244;31;STONE_IRON;20;10000;90
5245;31;STONE_IRON;20;20000;61
5246;31;STONE_IRON;20;20000;75
5247;31;STONE_IRON;20;20000;90
5248;31;STONE_IRON;510;1;61
5249;31;STONE_IRON;510;1;75
5250;31;STONE_IRON;510;1;90
5251;31;STONE_IRON;510;10000;61
5252;31;STONE_IRON;510;10000;75
5253;31;STONE_IRON;510;10000;90
5254;31;STONE_IRON;510;20000;61
5255;31;STONE_IRON;510;20000;75
5256;31;STONE_IRON;510;20000;90
5257;31;STONE_IRON;1000;1;61
5258;31;STONE_IRON;1000;1;75
5259;31;STONE_IRON;1000;1;90
5260;31;STONE_IRON;1000;10000;61
5261;31;STONE_IRON;1000;10000;75
5262;31;STONE_IRON;1000;10000;90
5263;31;STONE_IRON;1000;20000;61
5264;31;STONE_IRON;1000;20000;75
5265;31;STONE_IRON;1000;20000;90
5266;31;STONE_IRON;20;20001;1
5267;31;STONE_IRON;20;20001;15
5268;31;STONE_IRON;20;20001;30
5269;31;STONE_IRON;20;30000;1
5270;31;STONE_IRON;20;30000;15
5271;31;STONE_IRON;20;30000;30
5272;31;STONE_IRON;20;40000;1
5273;31;STONE_IRON;20;40000;15
5274;31;STONE_IRON;20;40000;30
5275;31;STONE_IRON;510;20001;1
5276;31;STONE_IRON;510;20001;15
5277;31;STONE_IRON;510;20001;30
5278;31;STONE_IRON;510;30000;1
5279;31;STONE_IRON;510;30000;15
5280;31;STONE_IRON;510;30000;30
5281;31;STONE_IRON;510;40000;1
5282;31;STONE_IRON;510;40000;15
5283;31;STONE_IRON;510;40000;30
5284;31;STONE_IRON;1000;20001;1
5285;31;STONE_IRON;1000;20001;15
5286;31;STONE_IRON;1000;20001;30
5287;31;STONE_IRON;1000;30000;1
5288;31;STONE_IRON;1000;30000;15
5289;31;STONE_IRON;1000;30000;30
5290;31;STONE_IRON;1000;40000;1
5291;31;STONE_IRON;1000;40000;15
5292;31;STONE_IRON;1000;40000;30
5293;31;STONE_IRON;20;20001;31
5294;31;STONE_IRON;20;20001;45
5295;31;STONE_IRON;20;20001;60
5296;31;STONE_IRON;20;30000;31
5297;31;STONE_IRON;20;30000;45
5298;31;STONE_IRON;20;30000;60
5299;31;STONE_IRON;20;40000;31
5300;31;STONE_IRON;20;40000;45
5301;31;STONE_IRON;20;40000;60
5302;31;STONE_IRON;510;20001;31
5303;31;STONE_IRON;510;20001;45
5304;31;STONE_IRON;510;20001;60
5305;31;STONE_IRON;510;30000;31
5306;31;STONE_IRON;510;30000;45
5307;31;STONE_IRON;510;30000;60
5308;31;STONE_IRON;510;40000;31
5309;31;STONE_IRON;510;40000;45
5310;31;STONE_IRON;510;40000;60
5311;31;STONE_IRON;1000;20001;31
5312;31;STONE_IRON;1000;20001;45
5313;31;STONE_IRON;1000;20001;60
5314;31;STONE_IRON;1000;30000;31
5315;31;STONE_IRON;1000;30000;45
5316;31;STONE_IRON;1000;30000;60
5317;31;STONE_IRON;1000;40000;31
5318;31;STONE_IRON;1000;40000;45
5319;31;STONE_IRON;1000;40000;60
5320;31;STONE_IRON;20;20001;61
5321;31;STONE_IRON;20;20001;75
5322;31;STONE_IRON;20;20001;90
5323;31;STONE_IRON;20;30000;61
5324;31;STONE_IRON;20;30000;75
5325;31;STONE_IRON;20;30000;90
5326;31;STONE_IRON;20;40000;61
5327;31;STONE_IRON;20;40000;75
5328;31;STONE_IRON;20;40000;90
5329;31;STONE_IRON;510;20001;61
5330;31;STONE_IRON;510;20001;75
5331;31;STONE_IRON;510;20001;90
5332;31;STONE_IRON;510;30000;61
5333;31;STONE_IRON;510;30000;75
5334;31;STONE_IRON;510;30000;90
5335;31;STONE_IRON;510;40000;61
5336;31;STONE_IRON;510;40000;75
5337;31;STONE_IRON;510;40000;90
5338;31;STONE_IRON;1000;20001;61
5339;31;STONE_IRON;1000;20001;75
5340;31;STONE_IRON;1000;20001;90
5341;31;STONE_IRON;1000;30000;61
5342;31;STONE_IRON;1000;30000;75
5343;31;STONE_IRON;1000;30000;90
5344;31;STONE_IRON;1000;40000;61
5345;31;STONE_IRON;1000;40000;75
5346;31;STONE_IRON;1000;40000;90
5347;31;STONE_IRON;20;40001;1
5348;31;STONE_IRON;20;40001;15
5349;31;STONE_IRON;20;40001;30
5350;31;STONE_IRON;20;50000;1
5351;31;STONE_IRON;20;50000;15
5352;31;STONE_IRON;20;50000;30
5353;31;STONE_IRON;20;60000;1
5354;31;STONE_IRON;20;60000;15
5355;31;STONE_IRON;20;60000;30
5356;31;STONE_IRON;510;40001;1
5357;31;STONE_IRON;510;40001;15
5358;31;STONE_IRON;510;40001;30
5359;31;STONE_IRON;510;50000;1
5360;31;STONE_IRON;510;50000;15
5361;31;STONE_IRON;510;50000;30
5362;31;STONE_IRON;510;60000;1
5363;31;STONE_IRON;510;60000;15
5364;31;STONE_IRON;510;60000;30
5365;31;STONE_IRON;1000;40001;1
5366;31;STONE_IRON;1000;40001;15
5367;31;STONE_IRON;1000;40001;30
5368;31;STONE_IRON;1000;50000;1
5369;31;STONE_IRON;1000;50000;15
5370;31;STONE_IRON;1000;50000;30
5371;31;STONE_IRON;1000;60000;1
5372;31;STONE_IRON;1000;60000;15
5373;31;STONE_IRON;1000;60000;30
5374;31;STONE_IRON;20;40001;31
5375;31;STONE_IRON;20;40001;45
5376;31;STONE_IRON;20;40001;60
5377;31;STONE_IRON;20;50000;31
5378;31;STONE_IRON;20;50000;45
5379;31;STONE_IRON;20;50000;60
5380;31;STONE_IRON;20;60000;31
5381;31;STONE_IRON;20;60000;45
5382;31;STONE_IRON;20;60000;60
5383;31;STONE_IRON;510;40001;31
5384;31;STONE_IRON;510;40001;45
5385;31;STONE_IRON;510;40001;60
5386;31;STONE_IRON;510;50000;31
5387;31;STONE_IRON;510;50000;45
5388;31;STONE_IRON;510;50000;60
5389;31;STONE_IRON;510;60000;31
5390;31;STONE_IRON;510;60000;45
5391;31;STONE_IRON;510;60000;60
5392;31;STONE_IRON;1000;40001;31
5393;31;STONE_IRON;1000;40001;45
5394;31;STONE_IRON;1000;40001;60
5395;31;STONE_IRON;1000;50000;31
5396;31;STONE_IRON;1000;50000;45
5397;31;STONE_IRON;1000;50000;60
5398;31;STONE_IRON;1000;60000;31
5399;31;STONE_IRON;1000;60000;45
5400;31;STONE_IRON;1000;60000;60
5401;31;STONE_IRON;20;40001;61
5402;31;STONE_IRON;20;40001;75
5403;31;STONE_IRON;20;40001;90
5404;31;STONE_IRON;20;50000;61
5405;31;STONE_IRON;20;50000;75
5406;31;STONE_IRON;20;50000;90
5407;31;STONE_IRON;20;60000;61
5408;31;STONE_IRON;20;60000;75
5409;31;STONE_IRON;20;60000;90
5410;31;STONE_IRON;510;40001;61
5411;31;STONE_IRON;510;40001;75
5412;31;STONE_IRON;510;40001;90
5413;31;STONE_IRON;510;50000;61
5414;31;STONE_IRON;510;50000;75
5415;31;STONE_IRON;510;50000;90
5416;31;STONE_IRON;510;60000;61
5417;31;STONE_IRON;510;60000;75
5418;31;STONE_IRON;510;60000;90
5419;31;STONE_IRON;1000;40001;61
5420;31;STONE_IRON;1000;40001;75
5421;31;STONE_IRON;1000;40001;90
5422;31;STONE_IRON;1000;50000;61
5423;31;STONE_IRON;1000;50000;75
5424;31;STONE_IRON;1000;50000;90
5425;31;STONE_IRON;1000;60000;61
5426;31;STONE_IRON;1000;60000;75
5427;31;STONE_IRON;1000;60000;90
5428;31;STONE_IRON;1001;1;1
5429;31;STONE_IRON;1001;1;15
5430;31;STONE_IRON;1001;1;30
5431;31;STONE_IRON;1001;10000;1
5432;31;STONE_IRON;1001;10000;15
5433;31;STONE_IRON;1001;10000;30
5434;31;STONE_IRON;1001;20000;1
5435;31;STONE_IRON;1001;20000;15
5436;31;STONE_IRON;1001;20000;30
5437;31;STONE_IRON;2500;1;1
5438;31;STONE_IRON;2500;1;15
5439;31;STONE_IRON;2500;1;30
5440;31;STONE_IRON;2500;10000;1
5441;31;STONE_IRON;2500;10000;15
5442;31;STONE_IRON;2500;10000;30
5443;31;STONE_IRON;2500;20000;1
5444;31;STONE_IRON;2500;20000;15
5445;31;STONE_IRON;2500;20000;30
5446;31;STONE_IRON;4000;1;1
5447;31;STONE_IRON;4000;1;15
5448;31;STONE_IRON;4000;1;30
5449;31;STONE_IRON;4000;10000;1
5450;31;STONE_IRON;4000;10000;15
5451;31;STONE_IRON;4000;10000;30
5452;31;STONE_IRON;4000;20000;1
5453;31;STONE_IRON;4000;20000;15
5454;31;STONE_IRON;4000;20000;30
5455;31;STONE_IRON;1001;1;31
5456;31;STONE_IRON;1001;1;45
5457;31;STONE_IRON;1001;1;60
5458;31;STONE_IRON;1001;10000;31
5459;31;STONE_IRON;1001;10000;45
5460;31;STONE_IRON;1001;10000;60
5461;31;STONE_IRON;1001;20000;31
5462;31;STONE_IRON;1001;20000;45
5463;31;STONE_IRON;1001;20000;60
5464;31;STONE_IRON;2500;1;31
5465;31;STONE_IRON;2500;1;45
5466;31;STONE_IRON;2500;1;60
5467;31;STONE_IRON;2500;10000;31
5468;31;STONE_IRON;2500;10000;45
5469;31;STONE_IRON;2500;10000;60
5470;31;STONE_IRON;2500;20000;31
5471;31;STONE_IRON;2500;20000;45
5472;31;STONE_IRON;2500;20000;60
5473;31;STONE_IRON;4000;1;31
5474;31;STONE_IRON;4000;1;45
5475;31;STONE_IRON;4000;1;60
5476;31;STONE_IRON;4000;10000;31
5477;31;STONE_IRON;4000;10000;45
